Product_ID,Rating,Valid_Sales,Corrupted_Sales,Total_Sales,Valid_Orders,Corrupted_Orders,Total_Orders_Count,Valid_Orders_Quantity,Corrupted_Orders_Quantity,Total_Orders_Quantity,Product_Name,Category,Brand,Original_Price,Discount_Percent,Discount_Amount,Selling_Price,Stock_Quantity,Weight_kg,Avg_Rating,Total_Reviews
PROD000495,4.0,33138589.02,3763797.21,36902386.23,223,28,251,282,32,314,Apple iPhone V8,Electronics,Apple,146592.17,19,27852.51,118739.66,761,4.95,4.38,123
PROD000496,5.0,1244173.71,170404.21,1414577.92,144,17,161,175,24,199,Levis Jeans V8,Fashion,Levis,10582.91,32,3386.53,7196.38,746,4.55,4.42,80
PROD000497,4.0,914620.69,79021.54,993642.23,154,15,169,207,18,225,Peter England Shirt V5,Fashion,Peter,7169.41,38,2724.38,4445.03,171,4.94,4.45,80
PROD000498,5.0,995182.4700000001,130212.75,1125395.2200000002,167,22,189,221,29,250,Nike Shoes V10,Fashion,Nike,5556.57,18,1000.18,4556.39,362,4.39,4.37,90
PROD000499,3.0,865254.89,64404.73,929659.62,161,13,174,201,15,216,Titan Watch V10,Fashion,Titan,5376.6,19,1021.55,4355.05,709,3.36,4.48,93
PROD000500,5.0,544985.28,63486.0,608471.28,167,21,188,216,25,241,Puma T-shirt V8,Fashion,Puma,3219.55,21,676.11,2543.44,704,4.16,4.35,80
PROD000501,4.0,2309069.58,235025.0,2544094.58,106,11,117,128,13,141,IKEA Chair V2,Home,IKEA,23076.74,21,4846.12,18230.62,65,3.97,4.48,52
PROD000502,5.0,2777965.02,236736.52,3014701.54,90,7,97,117,10,127,Prestige Cooker V3,Home,Prestige,29161.93,18,5249.15,23912.78,261,3.71,4.31,45
PROD000503,4.0,2603732.5,359867.5,2963600.0,108,13,121,124,17,141,Philips Mixer V6,Home,Philips,39217.6,46,18040.1,21177.5,870,4.85,4.23,60
PROD000504,4.0,2068674.21,205901.52,2274575.73,97,10,107,119,12,131,Godrej Almirah V9,Home,Godrej,24786.51,29,7188.09,17598.42,995,2.49,4.33,43
PROD000505,4.0,815286.3099999999,97315.79999999999,912602.1099999999,100,9,109,119,14,133,Urban Ladder Sofa V2,Home,Urban,8379.16,17,1424.46,6954.7,225,0.89,4.35,51
PROD000506,3.0,124993.63,21457.46,146451.09,51,9,60,59,10,69,Lakme Lipstick V7,Beauty,Lakme,2778.75,22,611.33,2167.42,579,0.3,4.25,24
PROD000507,4.0,156494.71000000002,12881.230000000001,169375.94000000003,56,6,62,73,6,79,Mamaearth Facewash V8,Beauty,Mamaearth,2990.77,27,807.51,2183.26,270,0.93,4.41,32
PROD000508,5.0,81689.32,7878.780000000001,89568.1,53,5,58,63,6,69,Nivea Cream V4,Beauty,Nivea,1959.89,33,646.76,1313.13,870,3.01,4.69,29
PROD000509,5.0,65454.880000000005,6546.84,72001.72,48,5,53,61,6,67,Dove Soap V7,Beauty,Dove,1849.39,41,758.25,1091.14,882,3.51,4.7,23
PROD000510,4.0,172497.27,14693.82,187191.09,50,4,54,71,6,77,Plum Serum V3,Beauty,Plum,3401.35,28,952.38,2448.97,646,1.73,4.26,27
PROD000511,4.0,679608.71,77837.78,757446.49,113,13,126,139,16,155,Nike T-shirt V7,Sports,Nike,6120.76,19,1162.94,4957.82,947,2.59,4.32,59
PROD000512,5.0,2993115.69,136568.16999999998,3129683.86,99,6,105,126,6,132,Puma Shoes V10,Sports,Puma,26338.57,9,2370.47,23968.1,147,0.54,4.37,51
PROD000513,4.0,668404.03,80989.14,749393.17,80,10,90,92,11,103,Decathlon Cycle V2,Sports,Decathlon,8989.93,18,1618.19,7371.74,244,4.51,4.32,41
PROD000514,5.0,1361342.21,142996.56,1504338.77,90,9,99,116,12,128,Yoga Mat V9,Sports,Yoga,21279.25,44,9362.87,11916.38,680,4.02,4.46,35
PROD000515,5.0,689934.48,84790.56,774725.04,89,13,102,112,14,126,Dumbbells V8,Sports,Dumbbells,8378.43,26,2178.39,6200.04,951,0.29,4.36,53
PROD000516,5.0,39357.07,7006.42,46363.49,59,9,68,73,13,86,Fiction Novel V10,Books,Fiction,989.9,44,435.56,554.34,815,1.6,4.33,27
PROD000517,4.0,87797.62,10011.519999999999,97809.14,55,5,60,62,7,69,NCERT Book V9,Books,NCERT,1819.44,21,382.08,1437.36,131,3.09,4.07,27
PROD000518,4.0,55091.659999999996,7995.83,63087.49,63,10,73,76,11,87,Comics V7,Books,Comics,1175.45,37,434.92,740.53,583,3.21,4.45,33
PROD000519,5.0,47545.060000000005,4618.85,52163.91,70,8,78,92,9,101,Notebook V5,Books,Notebook,794.83,34,270.24,524.59,725,3.12,4.42,40
PROD000520,4.0,121898.01,8118.78,130016.79,72,6,78,87,6,93,Stationery Set V1,Books,Stationery,1728.08,18,311.05,1417.03,811,0.65,4.21,42
PROD000521,4.0,24130.83,2429.87,26560.7,105,10,115,124,12,136,Aashirvaad Atta V2,Grocery,Aashirvaad,159.98,8,12.8,147.18,908,3.85,4.44,57
PROD000522,4.0,145068.4,15619.86,160688.26,98,10,108,120,13,133,Fortune Oil V6,Grocery,Fortune,1490.82,18,268.35,1222.47,973,2.27,4.49,53
PROD000523,5.0,95951.2,10296.369999999999,106247.56999999999,106,12,118,130,14,144,Lays Chips V8,Grocery,Lays,1391.78,46,640.22,751.56,980,0.63,4.53,51
PROD000524,4.0,217028.92,20853.79,237882.71000000002,92,7,99,115,11,126,Nescafe Coffee V9,Grocery,Nescafe,2721.27,30,816.38,1904.89,294,4.91,4.35,46
PROD000525,4.0,182336.34000000003,9155.04,191491.38000000003,115,7,122,161,8,169,Haldiram Snacks V4,Grocery,Haldiram,1285.82,11,141.44,1144.38,720,2.87,4.34,67
PROD000526,4.0,4548735.66,616932.33,5165667.99,196,20,216,246,33,279,Samsung Mobile V1,Electronics,Samsung,22809.77,18,4105.76,18704.01,570,0.86,4.44,94
PROD000527,4.0,22476013.38,2468696.4,24944709.779999997,194,22,216,239,26,265,HP Laptop V7,Electronics,HP,105512.67,10,10551.27,94961.4,372,3.86,4.33,113
PROD000528,4.0,23782938.2,2208132.47,25991070.669999998,216,21,237,266,25,291,boAt Headphones V2,Electronics,boAt,133093.2,32,42589.82,90503.38,735,2.47,4.36,103
PROD000529,5.0,1666770.7,272456.01,1939226.71,184,26,210,218,36,254,Noise Watch V7,Electronics,Noise,13515.01,43,5811.45,7703.56,593,4.33,4.39,113
PROD000530,4.0,10657007.61,834283.88,11491291.49,233,18,251,282,22,304,Apple iPhone V10,Electronics,Apple,64587.4,41,26480.83,38106.57,299,3.02,4.43,117
PROD000531,4.0,538195.48,46765.66,584961.14,161,12,173,208,18,226,Levis Jeans V3,Fashion,Levis,3041.16,14,425.76,2615.4,168,0.65,4.44,87
PROD000532,4.0,98939.13,12456.68,111395.81,128,16,144,166,21,187,Peter England Shirt V7,Fashion,Peter,1065.13,43,458.01,607.12,42,0.25,4.31,70
PROD000533,4.0,70685.27,6013.02,76698.29000000001,168,13,181,218,19,237,Nike Shoes V9,Fashion,Nike,552.83,47,259.83,293.0,933,2.07,4.32,87
PROD000534,5.0,1288019.12,182213.64,1470232.7600000002,151,20,171,193,27,220,Titan Watch V2,Fashion,Titan,7528.45,10,752.85,6775.6,339,0.55,4.53,78
PROD000535,5.0,1053741.13,71256.9,1124998.0299999998,170,11,181,207,14,221,Puma T-shirt V10,Fashion,Puma,9943.82,48,4773.03,5170.79,622,2.23,4.52,92
PROD000536,5.0,2572560.4899999998,350096.06999999995,2922656.5599999996,115,17,132,148,20,168,IKEA Chair V5,Home,IKEA,25632.86,31,7946.19,17686.67,390,1.08,4.42,62
PROD000537,5.0,580797.82,81027.08,661824.8999999999,92,9,101,114,16,130,Prestige Cooker V1,Home,Prestige,9013.67,43,3875.88,5137.79,63,3.55,4.31,48
PROD000538,5.0,2837864.6,225713.03000000003,3063577.63,111,9,120,136,11,147,Philips Mixer V6,Home,Philips,27786.9,24,6668.86,21118.04,928,2.62,4.35,69
PROD000539,4.0,1059854.12,105819.44,1165673.56,101,11,112,118,12,130,Godrej Almirah V7,Home,Godrej,13114.02,31,4065.35,9048.67,71,4.03,4.35,46
PROD000540,4.0,1914452.36,173986.58,2088438.9400000002,110,10,120,142,13,155,Urban Ladder Sofa V4,Home,Urban,19716.55,31,6112.13,13604.42,364,1.42,4.4,62
PROD000541,5.0,65231.05,9605.75,74836.8,57,8,65,76,11,87,Lakme Lipstick V1,Beauty,Lakme,1027.35,15,154.1,873.25,207,1.65,4.38,29
PROD000542,5.0,117394.61,18144.48,135539.09,41,7,48,52,8,60,Mamaearth Facewash V4,Beauty,Mamaearth,4503.48,49,2206.71,2296.77,394,3.56,4.69,26
PROD000543,4.0,115457.07,11384.16,126841.23000000001,59,7,66,71,7,78,Nivea Cream V3,Beauty,Nivea,2626.79,37,971.91,1654.88,925,2.51,4.31,29
PROD000544,4.0,8442.07,0.0,8442.07,51,0,51,64,0,64,Dove Soap V3,Beauty,Dove,165.2,50,82.6,82.6,667,1.04,4.37,27
PROD000545,4.0,274198.21,24257.370000000003,298455.58,61,6,67,78,7,85,Plum Serum V1,Beauty,Plum,3930.33,10,393.03,3537.3,980,2.63,4.35,31
PROD000546,5.0,1444529.75,149475.53,1594005.28,98,11,109,127,13,140,Nike T-shirt V5,Sports,Nike,18557.76,38,7051.95,11505.81,377,3.27,4.46,50
PROD000547,5.0,511920.11,48956.71,560876.82,103,10,113,133,13,146,Puma Shoes V7,Sports,Puma,7346.01,47,3452.62,3893.39,843,4.74,4.33,55
PROD000548,4.0,101248.70999999999,7560.44,108809.15,99,7,106,121,9,130,Decathlon Cycle V9,Sports,Decathlon,1251.71,32,400.55,851.16,779,0.48,4.06,49
PROD000549,4.0,475738.64,27509.7,503248.34,114,6,120,138,8,146,Yoga Mat V3,Sports,Yoga,4472.53,22,983.96,3488.57,309,4.3,4.42,69
PROD000550,4.0,2110941.5500000003,224040.30000000002,2334981.85,102,13,115,142,15,157,Dumbbells V10,Sports,Dumbbells,27369.16,45,12316.12,15053.04,830,3.83,4.38,55
PROD000551,5.0,146860.01,10656.7,157516.71000000002,86,8,94,110,8,118,Fiction Novel V4,Books,Fiction,1707.53,21,358.58,1348.95,291,3.94,4.46,41
PROD000552,5.0,87488.16,9035.07,96523.23000000001,73,8,81,96,10,106,NCERT Book V6,Books,NCERT,1479.61,37,547.46,932.15,976,3.67,4.52,44
PROD000553,4.0,44859.439999999995,9837.92,54697.35999999999,58,13,71,76,17,93,Comics V3,Books,Comics,867.64,31,268.97,598.67,744,1.92,4.38,24
PROD000554,4.0,28992.79,4129.39,33122.18,62,9,71,75,11,86,Notebook V8,Books,Notebook,599.39,43,257.74,341.65,738,4.94,4.4,35
PROD000555,4.0,22783.26,2216.54,24999.8,60,7,67,74,7,81,Stationery Set V7,Books,Stationery,463.9,41,190.2,273.7,554,4.88,4.48,31
PROD000556,4.0,187696.96,15171.95,202868.91,105,8,113,136,11,147,Aashirvaad Atta V2,Grocery,Aashirvaad,2422.09,42,1017.28,1404.81,491,4.28,4.31,59
PROD000557,4.0,179263.25,23147.51,202410.76,109,13,122,149,19,168,Fortune Oil V1,Grocery,Fortune,1522.86,20,304.57,1218.29,352,3.2,4.46,52
PROD000558,4.0,10613.75,1001.87,11615.62,87,10,97,106,11,117,Lays Chips V10,Grocery,Lays,58.36,18,10.5,47.86,885,4.87,4.33,40
PROD000559,4.0,165792.08000000002,22599.11,188391.19,102,15,117,132,18,150,Nescafe Coffee V6,Grocery,Nescafe,1790.0,29,519.1,1270.9,460,3.63,4.29,59
PROD000560,3.0,127438.08,19965.02,147403.1,107,16,123,129,20,149,Haldiram Snacks V8,Grocery,Haldiram,1197.36,16,191.58,1005.78,868,1.67,4.38,60
PROD000561,5.0,23227521.599999998,2117116.96,25344638.56,215,22,237,265,24,289,Samsung Mobile V1,Electronics,Samsung,128395.3,31,39802.54,88592.76,319,4.3,4.34,113
PROD000562,4.0,11802282.38,1517987.5,13320269.88,208,26,234,266,34,300,HP Laptop V3,Electronics,HP,76130.15,41,31213.36,44916.79,615,2.9,4.37,100
PROD000563,5.0,8083008.31,899948.75,8982957.059999999,189,23,212,244,27,271,boAt Headphones V6,Electronics,boAt,59751.65,44,26290.73,33460.92,94,0.38,4.28,95
PROD000564,4.0,16048106.22,1653696.4000000001,17701802.62,207,18,225,256,26,282,Noise Watch V7,Electronics,Noise,99392.82,36,35781.42,63611.4,829,4.6,4.3,108
PROD000565,4.0,12922371.37,1603649.5,14526020.87,219,26,245,262,33,295,Apple iPhone V10,Electronics,Apple,57910.21,14,8107.43,49802.78,626,3.99,4.4,136
PROD000566,4.0,662815.87,81946.98,744762.85,161,19,180,202,25,227,Levis Jeans V3,Fashion,Levis,4488.84,26,1167.1,3321.74,137,1.01,4.45,95
PROD000567,4.0,408296.75,33610.56,441907.31,135,13,148,170,14,184,Peter England Shirt V10,Fashion,Peter,3450.76,29,1000.72,2450.04,62,1.37,4.44,79
PROD000568,5.0,1471353.04,174205.71000000002,1645558.75,145,17,162,179,21,200,Nike Shoes V9,Fashion,Nike,13167.48,37,4871.97,8295.51,38,2.48,4.44,84
PROD000569,5.0,834760.3200000001,108501.12,943261.4400000001,156,22,178,199,26,225,Titan Watch V7,Fashion,Titan,6504.1,35,2276.43,4227.67,352,2.56,4.4,93
PROD000570,4.0,730776.47,64654.78999999999,795431.26,176,17,193,217,19,236,Puma T-shirt V8,Fashion,Puma,5505.5,38,2092.09,3413.41,697,0.63,4.28,89
PROD000571,4.0,2827408.45,444114.55,3271523.0,100,17,117,134,21,155,IKEA Chair V8,Home,IKEA,29928.87,29,8679.37,21249.5,312,0.67,4.45,55
PROD000572,4.0,220552.2,17243.14,237795.34000000003,111,10,121,141,11,152,Prestige Cooker V7,Home,Prestige,2782.0,43,1196.26,1585.74,676,4.82,4.21,61
PROD000573,5.0,3820347.14,364673.0,4185020.14,101,11,112,127,12,139,Philips Mixer V7,Home,Philips,36187.8,16,5790.05,30397.75,988,2.57,4.28,47
PROD000574,5.0,2329964.79,140615.05,2470579.84,106,7,113,130,8,138,Godrej Almirah V7,Home,Godrej,32192.09,44,14164.52,18027.57,358,4.01,4.46,54
PROD000575,5.0,2169882.2600000002,204457.85,2374340.1100000003,91,11,102,116,11,127,Urban Ladder Sofa V5,Home,Urban,36450.82,48,17496.39,18954.43,253,2.93,4.26,43
PROD000576,4.0,114229.85,12000.34,126230.19,52,4,56,57,6,63,Lakme Lipstick V4,Beauty,Lakme,3987.03,49,1953.64,2033.39,738,2.64,4.38,26
PROD000577,4.0,44130.92,6034.88,50165.799999999996,43,6,49,59,8,67,Mamaearth Facewash V6,Beauty,Mamaearth,1278.57,41,524.21,754.36,932,3.98,4.35,20
PROD000578,4.0,148798.34,12647.72,161446.06,61,5,66,71,6,77,Nivea Cream V3,Beauty,Nivea,3171.07,33,1046.45,2124.62,687,3.64,4.47,34
PROD000579,4.0,152978.81,24007.22,176986.03,58,9,67,71,11,82,Dove Soap V8,Beauty,Dove,4288.28,49,2101.26,2187.02,495,1.08,4.37,35
PROD000580,3.0,10829.93,1539.7,12369.630000000001,54,8,62,72,10,82,Plum Serum V4,Beauty,Plum,169.98,40,67.99,101.99,479,0.73,4.24,29
PROD000581,4.0,407898.36,51174.43,459072.79,83,10,93,111,14,125,Nike T-shirt V9,Sports,Nike,6917.33,46,3181.97,3735.36,496,1.22,4.24,50
PROD000582,4.0,3094945.31,464032.13,3558977.44,100,14,114,128,19,147,Puma Shoes V3,Sports,Puma,33017.93,26,8584.66,24433.27,50,1.95,4.35,52
PROD000583,4.0,645553.64,49370.72,694924.36,94,8,102,130,10,140,Decathlon Cycle V1,Sports,Decathlon,6149.92,18,1106.99,5042.93,954,2.54,4.33,55
PROD000584,4.0,2226466.3000000003,128506.55,2354972.85,93,6,99,120,7,127,Yoga Mat V8,Sports,Yoga,21423.71,13,2785.08,18638.63,22,0.53,4.29,56
PROD000585,4.0,1066130.52,123556.68000000002,1189687.2,91,11,102,122,14,136,Dumbbells V9,Sports,Dumbbells,12800.9,31,3968.28,8832.62,91,2.26,4.17,46
PROD000586,5.0,51107.009999999995,10756.699999999999,61863.70999999999,73,12,85,98,20,118,Fiction Novel V3,Books,Fiction,617.1,12,74.05,543.05,735,3.74,4.41,49
PROD000587,4.0,18433.31,1992.1,20425.41,70,8,78,90,9,99,NCERT Book V8,Books,NCERT,302.55,44,133.12,169.43,166,3.28,4.43,35
PROD000588,5.0,31963.06,5056.71,37019.770000000004,54,9,63,64,10,74,Comics V2,Books,Comics,897.21,49,439.63,457.58,544,2.7,4.35,31
PROD000589,4.0,98629.84999999999,13068.21,111698.06,74,6,80,84,11,95,Notebook V8,Books,Notebook,1596.15,25,399.04,1197.11,149,4.17,4.5,44
PROD000590,5.0,67600.56,8792.279999999999,76392.84,54,6,60,70,9,79,Stationery Set V3,Books,Stationery,1302.56,25,325.64,976.92,439,1.11,4.42,26
PROD000591,4.0,106349.53,6270.26,112619.79,107,7,114,152,9,161,Aashirvaad Atta V5,Grocery,Aashirvaad,809.69,12,97.16,712.53,937,2.44,4.45,62
PROD000592,4.0,193765.81000000003,23822.24,217588.05000000002,110,13,123,132,16,148,Fortune Oil V10,Grocery,Fortune,2166.87,31,671.73,1495.14,354,1.6,4.32,56
PROD000593,4.0,234426.36,16968.0,251394.36,111,7,118,140,10,150,Lays Chips V5,Grocery,Lays,2798.03,39,1091.23,1706.8,723,3.38,4.46,61
PROD000594,5.0,20827.06,1040.89,21867.95,113,6,119,148,7,155,Nescafe Coffee V1,Grocery,Nescafe,187.63,50,93.81,93.82,24,1.86,4.42,59
PROD000595,4.0,103420.55,19991.3,123411.85,98,18,116,113,22,135,Haldiram Snacks V9,Grocery,Haldiram,1254.73,26,326.23,928.5,735,2.37,4.29,49
PROD000596,4.0,13689767.09,1723362.1,15413129.19,202,25,227,239,30,269,Samsung Mobile V3,Electronics,Samsung,67256.99,14,9415.98,57841.01,944,4.54,4.44,114
PROD000597,4.0,15884279.209999999,926563.44,16810842.65,217,15,232,277,16,293,HP Laptop V5,Electronics,HP,98158.2,41,40244.86,57913.34,665,2.8,4.4,112
PROD000598,5.0,23388413.94,2997948.2600000002,26386362.200000003,204,25,229,257,33,290,boAt Headphones V8,Electronics,boAt,132881.19,31,41193.17,91688.02,704,0.74,4.34,115
PROD000599,5.0,18203382.34,2455139.56,20658521.9,190,24,214,246,33,279,Noise Watch V1,Electronics,Noise,103962.97,28,29109.63,74853.34,453,0.95,4.33,112
PROD000600,4.0,4723077.970000001,346337.89,5069415.86,211,17,228,261,19,280,Apple iPhone V8,Electronics,Apple,21961.82,17,3733.51,18228.31,711,2.45,4.35,108
PROD000601,3.0,667583.48,68899.02,736482.5,152,15,167,195,20,215,Levis Jeans V1,Fashion,Levis,4956.86,30,1487.06,3469.8,534,1.92,4.48,82
PROD000602,4.0,362900.94,49733.14,412634.08,162,22,184,214,29,243,Peter England Shirt V10,Fashion,Peter,2330.18,26,605.85,1724.33,841,0.67,4.33,88
PROD000603,5.0,579974.2000000001,83762.52,663736.7200000001,174,24,198,232,34,266,Nike Shoes V10,Fashion,Nike,3005.24,16,480.84,2524.4,194,0.75,4.57,82
PROD000604,4.0,152122.75,13366.05,165488.8,155,14,169,207,18,225,Titan Watch V2,Fashion,Titan,881.77,15,132.27,749.5,901,2.93,4.33,85
PROD000605,4.0,283456.22000000003,34478.55,317934.77,163,18,181,190,23,213,Puma T-shirt V4,Fashion,Puma,1916.97,21,402.56,1514.41,768,0.31,4.3,73
PROD000606,5.0,778322.84,57773.82,836096.6599999999,98,7,105,121,9,130,IKEA Chair V9,Home,IKEA,7821.01,17,1329.57,6491.44,665,2.15,4.44,55
PROD000607,5.0,2782240.81,295535.96,3077776.77,99,13,112,132,14,146,Prestige Cooker V2,Home,Prestige,34292.87,38,13031.29,21261.58,435,1.69,4.5,60
PROD000608,4.0,517265.2,49391.2,566656.4,89,9,98,113,11,124,Philips Mixer V1,Home,Philips,8709.44,47,4093.44,4616.0,888,2.19,4.37,54
PROD000609,5.0,1670199.75,338876.57,2009076.32,91,15,106,107,22,129,Godrej Almirah V1,Home,Godrej,20643.06,24,4954.33,15688.73,623,2.29,4.55,44
PROD000610,4.0,266950.64,28598.47,295549.11,89,10,99,110,12,122,Urban Ladder Sofa V8,Home,Urban,3360.63,27,907.37,2453.26,495,0.62,4.5,44
PROD000611,4.0,69252.71,9124.5,78377.21,62,8,70,76,10,86,Lakme Lipstick V4,Beauty,Lakme,1336.89,31,414.44,922.45,768,0.6,4.3,30
PROD000612,4.0,49244.74,6553.76,55798.5,47,6,53,61,8,69,Mamaearth Facewash V3,Beauty,Mamaearth,1300.35,37,481.13,819.22,768,1.5,4.29,24
PROD000613,4.0,132126.77,9835.68,141962.44999999998,59,3,62,65,5,70,Nivea Cream V9,Beauty,Nivea,2382.67,14,333.57,2049.1,92,3.34,4.19,32
PROD000614,5.0,181160.45,19198.9,200359.35,52,5,57,57,6,63,Dove Soap V1,Beauty,Dove,4394.72,27,1186.57,3208.15,236,2.25,4.31,26
PROD000615,5.0,129278.67,13487.72,142766.38999999998,45,5,50,56,6,62,Plum Serum V3,Beauty,Plum,3275.31,29,949.84,2325.47,968,3.39,4.3,27
PROD000616,5.0,1954589.26,196009.88,2150599.14,103,11,114,130,13,143,Nike T-shirt V5,Sports,Nike,29800.86,49,14602.42,15198.44,706,3.45,4.59,54
PROD000617,3.0,1387646.9100000001,142320.2,1529967.11,96,7,103,118,12,130,Puma Shoes V3,Sports,Puma,16954.78,30,5086.43,11868.35,225,2.93,4.49,63
PROD000618,4.0,928451.62,70472.16,998923.78,81,6,87,106,8,114,Decathlon Cycle V4,Sports,Decathlon,16313.0,46,7503.98,8809.02,888,3.81,4.36,44
PROD000619,5.0,1251077.24,133167.34,1384244.58,88,7,95,112,12,124,Yoga Mat V10,Sports,Yoga,15267.68,26,3969.6,11298.08,953,1.85,4.4,47
PROD000620,4.0,2102095.08,265281.15,2367376.23,90,11,101,108,14,122,Dumbbells V1,Sports,Dumbbells,27297.44,28,7643.28,19654.16,985,3.31,4.35,46
PROD000621,4.0,23771.87,859.03,24630.899999999998,48,2,50,60,2,62,Fiction Novel V8,Books,Fiction,537.05,32,171.86,365.19,590,3.48,4.33,27
PROD000622,4.0,68271.1,22172.12,90443.22,57,17,74,75,24,99,NCERT Book V3,Books,NCERT,1531.11,39,597.13,933.98,986,3.67,4.59,37
PROD000623,4.0,28634.600000000002,3246.98,31881.58,79,8,87,97,11,108,Comics V3,Books,Comics,432.04,40,172.82,259.22,702,1.38,4.27,45
PROD000624,5.0,13103.36,1274.37,14377.73,66,6,72,88,8,96,Notebook V9,Books,Notebook,178.26,42,74.87,103.39,508,1.84,4.47,32
PROD000625,5.0,130852.32,19754.24,150606.56,69,11,80,85,13,98,Stationery Set V3,Books,Stationery,1848.47,15,277.27,1571.2,812,4.5,4.69,35
PROD000626,4.0,295817.52,12738.93,308556.45,93,5,98,114,5,119,Aashirvaad Atta V5,Grocery,Aashirvaad,2911.32,10,291.13,2620.19,127,3.19,4.33,51
PROD000627,4.0,232695.29,15465.060000000001,248160.35,127,9,136,167,11,178,Fortune Oil V6,Grocery,Fortune,1567.18,10,156.72,1410.46,540,0.74,4.46,65
PROD000628,5.0,208550.02,29991.399999999998,238541.41999999998,112,14,126,146,21,167,Lays Chips V5,Grocery,Lays,2099.79,31,650.93,1448.86,91,4.41,4.47,59
PROD000629,4.0,272383.12,23513.2,295896.32,113,8,121,141,12,153,Nescafe Coffee V7,Grocery,Nescafe,2583.69,24,620.09,1963.6,308,3.04,4.39,57
PROD000630,5.0,270446.57,21923.11,292369.68,114,8,122,137,11,148,Haldiram Snacks V3,Grocery,Haldiram,2190.12,9,197.11,1993.01,560,3.62,4.52,62
PROD000631,4.0,8542072.26,1167855.2,9709927.459999999,197,21,218,237,32,269,Samsung Mobile V3,Electronics,Samsung,49998.08,27,13499.48,36498.6,837,3.09,4.33,104
PROD000632,5.0,17857897.900000002,2335841.17,20193739.07,223,29,252,268,35,303,HP Laptop V6,Electronics,HP,85214.72,21,17895.09,67319.63,886,2.94,4.46,124
PROD000633,3.0,23052442.16,3052332.73,26104774.89,225,26,251,281,37,318,boAt Headphones V6,Electronics,boAt,88254.01,6,5295.24,82958.77,170,2.95,4.48,111
PROD000634,3.0,530970.85,48815.88,579786.73,217,23,240,276,26,302,Noise Watch V3,Electronics,Noise,3300.1,41,1353.04,1947.06,612,1.69,4.43,115
PROD000635,4.0,21289294.34,3065660.3800000004,24354954.72,219,30,249,266,38,304,Apple iPhone V6,Electronics,Apple,122892.03,34,41783.29,81108.74,630,3.0,4.42,116
PROD000636,4.0,782443.1,35092.36,817535.46,167,8,175,200,9,209,Levis Jeans V10,Fashion,Levis,6368.68,38,2420.1,3948.58,148,0.9,4.42,78
PROD000637,5.0,456452.74,40448.86,496901.6,156,16,172,199,18,217,Peter England Shirt V6,Fashion,Peter,2892.78,20,578.56,2314.22,477,4.07,4.54,84
PROD000638,4.0,1383973.89,184012.53999999998,1567986.43,151,17,168,189,25,214,Nike Shoes V7,Fashion,Nike,11372.41,35,3980.34,7392.07,797,1.26,4.33,73
PROD000639,3.0,393453.68,33832.42,427286.1,157,12,169,185,16,201,Titan Watch V8,Fashion,Titan,4064.06,47,1910.11,2153.95,336,0.98,4.42,77
PROD000640,4.0,197925.7,16843.54,214769.24000000002,172,15,187,212,18,230,Puma T-shirt V8,Fashion,Puma,1031.91,8,82.55,949.36,166,0.63,4.28,83
PROD000641,4.0,251395.52000000002,28506.280000000002,279901.80000000005,97,11,108,122,14,136,IKEA Chair V2,Home,IKEA,3532.88,41,1448.48,2084.4,74,4.01,4.41,51
PROD000642,5.0,2693507.76,561771.56,3255279.32,94,19,113,115,24,139,Prestige Cooker V8,Home,Prestige,40020.76,41,16408.51,23612.25,932,0.47,4.52,46
PROD000643,4.0,5033244.11,544175.04,5577419.15,107,12,119,149,16,165,Philips Mixer V6,Home,Philips,35807.57,5,1790.38,34017.19,476,4.01,4.44,48
PROD000644,4.0,3726838.64,628822.89,4355661.53,104,16,120,131,22,153,Godrej Almirah V5,Home,Godrej,44181.45,35,15463.51,28717.94,68,2.27,4.42,43
PROD000645,4.0,776834.9,107761.38,884596.28,107,15,122,130,18,148,Urban Ladder Sofa V8,Home,Urban,6372.64,5,318.63,6054.01,135,0.66,4.46,57
PROD000646,4.0,81049.78,8129.98,89179.76,46,3,49,59,6,65,Lakme Lipstick V4,Beauty,Lakme,1611.17,13,209.45,1401.72,390,3.47,4.42,24
PROD000647,5.0,91668.66,2781.86,94450.52,55,2,57,67,2,69,Mamaearth Facewash V4,Beauty,Mamaearth,2243.43,38,852.5,1390.93,957,3.9,4.32,28
PROD000648,5.0,138425.1,14038.839999999998,152463.94,48,4,52,60,6,66,Nivea Cream V1,Beauty,Nivea,2552.33,8,204.19,2348.14,364,3.08,4.5,24
PROD000649,4.0,32034.82,5105.34,37140.16,46,8,54,56,9,65,Dove Soap V2,Beauty,Dove,713.25,18,128.38,584.87,107,3.51,4.48,23
PROD000650,4.0,117713.6,27738.88,145452.48,53,13,66,69,16,85,Plum Serum V5,Beauty,Plum,1884.44,8,150.76,1733.68,904,4.64,4.38,29
PROD000651,4.0,1794374.2300000002,166800.74000000002,1961174.9700000002,109,12,121,141,13,154,Nike T-shirt V8,Sports,Nike,17712.73,27,4782.44,12930.29,317,2.01,4.26,61
PROD000652,4.0,975519.08,100630.08,1076149.16,106,11,117,134,14,148,Puma Shoes V9,Sports,Puma,8359.33,12,1003.12,7356.21,715,1.21,4.39,57
PROD000653,3.0,83473.03,14244.35,97717.38,82,16,98,99,17,116,Decathlon Cycle V10,Sports,Decathlon,1016.46,16,162.63,853.83,525,2.68,4.44,52
